Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
StageGroup_23663_TypeText,aRfU,g关卡组_StageGroup_A.csv,89,StageGroup,TypeText,,深海之遗,มรดกแห่งห้วงทะเลลึก
StageGroup_23664_Name,aRfW,g关卡组_StageGroup_A.csv,90,StageGroup,Name,,血肉之沼,บึงเลือดเนื้อ
StageGroup_23664_Desc,aRfV,g关卡组_StageGroup_A.csv,90,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_23664_TypeText,aRfY,g关卡组_StageGroup_A.csv,90,StageGroup,TypeText,,血肉之沼,บึงเลือดเนื้อ
StageGroup_23665_Name,aRga,g关卡组_StageGroup_A.csv,91,StageGroup,Name,,超维之旅,ผจญห้วงมิติ
StageGroup_23665_Desc,aRfZ,g关卡组_StageGroup_A.csv,91,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_23665_TypeText,aRgc,g关卡组_StageGroup_A.csv,91,StageGroup,TypeText,,超维之旅,ผจญห้วงมิติ
StageGroup_23666_Name,aRge,g关卡组_StageGroup_A.csv,92,StageGroup,Name,,混沌之域,ดินแดนโกลาหล
StageGroup_23666_Desc,aRgd,g关卡组_StageGroup_A.csv,92,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการหวนคืนสู่กันและกันที่ได้ถูกจัดเตรียมไว้อย่างยาวนาน
StageGroup_23666_TypeText,aRgg,g关卡组_StageGroup_A.csv,92,StageGroup,TypeText,,混沌之域,ดินแดนโกลาหล
StageGroup_15902_Name,aRae,g关卡组_StageGroup_A.csv,191,StageGroup,Name,,混沌无光之境Ⅰ,ดินแดนโกลาหลไร้แสง I
StageGroup_15902_Desc,aRad,g关卡组_StageGroup_A.csv,191,StageGroup,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,พวกมันบิดเบี้ยวและหลอมรวมเข้าหากันในความมืด จากนั้นจึงถูกเก็บรักษาไว้อย่างระมัดระวังภายในรูปปั้น\nนี่คือการพบกันอีกครั้งที่ถูกจัดเตรียมมาอย่างยาวนาน
StageGroup_15902_TypeText,aRag,g关卡组_StageGroup_A.csv,191,StageGroup,TypeText,,无光之境,ดินแดนไร้แสง
StageGroup_15914_Name,aRba,g关卡组_StageGroup_A.csv,192,StageGroup,Name,,混沌无光之境Ⅱ,ดินแดนโกลาหลไร้แสง II
StageGroup_15914_TypeText,aRbc,g关卡组_StageGroup_A.csv,192,StageGroup,TypeText,,无光之境,ดินแดนไร้แสง
Task_10320_Name,baZf,r任务_Task_A.csv,330,Task,Name,,研究任务：炼金札记,งานวิจัย: บันทึกการแปรธาตุ
Task_10320_Desc,baZd,r任务_Task_A.csv,330,Task,Desc,,闪闪发光的东西不一定是黄金，但一定价格不菲。\n相传，弥萨格由一帮离群的炼金术士创立，他们的野心可远不止点石成金。,สิ่งที่ส่องประกายอาจไม่ใช่ทองคำเสมอไป แต่ที่แน่ๆ มันมีราคามหาศาล\nเล่ากันว่ามิธธากก่อตั้งโดยกลุ่มนักเล่นแร่แปรธาตุปลีกวิเวกที่ความทะเยอทะยานนั้นก้าวไกลเกินกว่าแค่การเปลี่ยนหินให้เป็นทอง
Task_10320_CompleteCondDesc,baZc,r任务_Task_A.csv,330,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10323_Name,baZx,r任务_Task_A.csv,331,Task,Name,,研究任务：制剂制作,งานวิจัย: การผลิตยา
Task_10323_Desc,baZv,r任务_Task_A.csv,331,Task,Desc,,严格意义上来说，唤醒体也是银芯科技的一种。\n你必须竭尽全力才能让它们不至于落伍。,หากพูดกันตามหลักการแล้วผู้ปลุกตื่นก็ถือเป็นเทคโนโลยีซิลเวอร์คอร์ประเภทหนึ่งเช่นกัน\nจึงจำเป็นต้องทุ่มเทอย่างสุดกำลัง เพื่อไม่ให้พวกเขาล้าหลังจนเกินไป
Task_10323_CompleteCondDesc,baZu,r任务_Task_A.csv,331,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10277_Name,baUn,r任务_Task_A.csv,333,Task,Name,,调查任务：密银寻踪,ภารกิจ: แกะรอยมิธริล
Task_10277_Desc,baUl,r任务_Task_A.csv,333,Task,Desc,,在图书馆静坐并不会让你获得更多的唤醒体。\n出发吧，迈出你的双腿，在自然中寻找那万分之一的可能性。,การนั่งนิ่งๆ อยู่ในห้องสมุด ไม่ได้ช่วยให้คุณได้รับผู้ปลุกตื่นเพิ่มขึ้นหรอก\nออกเดินทางเถอะ ก้าวเท้าของคุณออกไป ตามหาความเป็นไปได้เพียงหนึ่งในหมื่นภายใต้ธรรมชาติ
Task_10277_CompleteCondDesc,baUk,r任务_Task_A.csv,333,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10787_Name,bbZh,r任务_Task_A.csv,334,Task,Name,,研究任务：炼金札记,งานวิจัย: บันทึกการแปรธาตุ
Task_10787_Desc,bbZf,r任务_Task_A.csv,334,Task,Desc,,闪闪发光的东西不一定是黄金，但一定价格不菲。\n相传，弥萨格由一帮离群的炼金术士创立，他们的野心可远不止点石成金。,สิ่งที่ส่องประกายอาจไม่ใช่ทองคำเสมอไป แต่ที่แน่ๆ มันมีราคามหาศาล\nเล่ากันว่ามิธธากก่อตั้งโดยกลุ่มนักเล่นแร่แปรธาตุปลีกวิเวกที่ความทะเยอทะยานนั้นก้าวไกลเกินกว่าแค่การเปลี่ยนหินให้เป็นทอง
Task_10787_CompleteCondDesc,bbZe,r任务_Task_A.csv,334,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10736_Name,bbTn,r任务_Task_A.csv,335,Task,Name,,研究任务：制剂制作,งานวิจัย: การผลิตยา
Task_10736_Desc,bbTl,r任务_Task_A.csv,335,Task,Desc,,严格意义上来说，唤醒体也是银芯科技的一种。\n你必须竭尽全力才能让它们不至于落伍。,หากพูดกันตามหลักการแล้วผู้ปลุกตื่นก็ถือเป็นเทคโนโลยีซิลเวอร์คอร์ประเภทหนึ่งเช่นกัน\nจึงจำเป็นต้องทุ่มเทอย่างสุดกำลัง เพื่อไม่ให้พวกเขาล้าหลังจนเกินไป
Task_10736_CompleteCondDesc,bbTk,r任务_Task_A.csv,335,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10565_Name,bbAx,r任务_Task_A.csv,336,Task,Name,,调查任务：活性解离,ภารกิจ: แยกตัวกัมมันต์
Task_10565_Desc,bbAv,r任务_Task_A.csv,336,Task,Desc,,他的本能、理智和心都被封装在小小的玻璃瓶里。\n世界从此与他无关。,ทั้งสัญชาตญาณ สติสัมปชัญญะ และหัวใจของเขา ทั้งหมดถูกผนึกไว้ในขวดแก้วใบเล็กๆ\nตั้งแต่นั้นเป็นต้นมา โลกใบนี้ก็ไม่มีอะไรเกี่ยวข้องกับเขาอีกต่อไป
Task_10565_UnlockCondDesc,bbAz,r任务_Task_A.csv,336,Task,UnlockCondDesc,,完成调查事件 1-13 开放,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13 "
Task_10565_CompleteCondDesc,bbAu,r任务_Task_A.csv,336,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10975_Name,bcsZ,r任务_Task_A.csv,337,Task,Name,,调查任务：影像疗法,ภารกิจ: ทัศนบำบัด
Task_10975_Desc,bcsX,r任务_Task_A.csv,337,Task,Desc,,「它将转写你的心。」\n「是吗？那它一定千疮百孔吧。」,"""มันจะถ่ายโอนหัวใจของคุณออกมา""\n""อย่างนั้นหรือ? ถ้าอย่างนั้น... หัวใจดวงนี้ก็คงจะเต็มไปด้วยบาดแผลเกินเยียวยาสินะ"""
Task_10975_UnlockCondDesc,bctb,r任务_Task_A.csv,337,Task,UnlockCondDesc,,完成调查事件 1-13 开放,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13 "
Task_10975_CompleteCondDesc,bcsW,r任务_Task_A.csv,337,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10538_Name,bbxD,r任务_Task_A.csv,338,Task,Name,,调查任务：达达主义,ภารกิจ: ลัทธิดาดา
Task_10538_Desc,bbxB,r任务_Task_A.csv,338,Task,Desc,,有时候，破坏的冲动即为创造的冲动。\n拾起你的画笔吧，艺术无需任何准备。,บางครั้ง แรงกระตุ้นที่จะทำลายก็คือแรงกระตุ้นในการสร้างสรรค์\nหยิบพู่กันของคุณขึ้นมาเถอะ ศิลปะไม่จำเป็นต้องมีการเตรียมตัวใดๆ
Task_10538_UnlockCondDesc,bbxF,r任务_Task_A.csv,338,Task,UnlockCondDesc,,完成调查事件 1-13 开放,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13 "
Task_10538_CompleteCondDesc,bbxA,r任务_Task_A.csv,338,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10733_Name,bbSV,r任务_Task_A.csv,339,Task,Name,,调查任务：旧日残卷,ภารกิจ: ม้วนคัมภีร์บรรพกาล
Task_10733_Desc,bbST,r任务_Task_A.csv,339,Task,Desc,,那是上帝书写宇宙的语言。\n当你倾听它时，你在倾听无穷。,นั่นคือภาษาที่พระเจ้าใช้เขียนจักรวาลขึ้นมา\nยามที่เงี่ยหูฟังมัน ก็เท่ากับว่ากำลังรับฟังความไร้สิ้นสุด
Task_10733_UnlockCondDesc,bbSX,r任务_Task_A.csv,339,Task,UnlockCondDesc,,完成调查事件 1-13 开放,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13 "
Task_10733_CompleteCondDesc,bbSS,r任务_Task_A.csv,339,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10302_Name,baXb,r任务_Task_A.csv,340,Task,Name,,研究任务：纯白诗篇,งานวิจัย:  บทกวีสีขาวบริสุทธิ์
Task_10302_Desc,baWZ,r任务_Task_A.csv,340,Task,Desc,,混沌是自然法则，秩序是人类妄想。,ความโกลาหลคือกฎเกณฑ์ของธรรมชาติ ส่วนระเบียบวินัยคือความเพ้อฝันของมนุษย์
Task_10302_UnlockCondDesc,baXd,r任务_Task_A.csv,340,Task,UnlockCondDesc,,守密人 25 级开放,ปลดล็อกเมื่อผู้พิทักษ์ความลับ ระดับ 25
Task_10302_CompleteCondDesc,baWY,r任务_Task_A.csv,340,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10934_Name,bcoX,r任务_Task_A.csv,341,Task,Name,,研究任务：碧蓝诗篇,งานวิจัย:  บทกวีสีคราม
Task_10934_Desc,bcoV,r任务_Task_A.csv,341,Task,Desc,,所有生命最终都会回归大海。\n就像永不停歇的时间之流，它是终结的开始。,ท้ายที่สุดแล้วทุกชีวิตล้วนต้องกลับคืนสู่ท้องทะเล\nดั่งกระแสธารแห่งกาลเวลาที่ไม่เคยหยุดนิ่ง มันคือจุดเริ่มต้นของจุดจบ
Task_10934_UnlockCondDesc,bcoZ,r任务_Task_A.csv,341,Task,UnlockCondDesc,,守密人 25 级开放,ปลดล็อกเมื่อผู้พิทักษ์ความลับ ระดับ 25
Task_10934_CompleteCondDesc,bcoU,r任务_Task_A.csv,341,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10473_Name,bbqv,r任务_Task_A.csv,342,Task,Name,,研究任务：绯红诗篇,งานวิจัย:  บทกวีสีชาด
Task_10473_Desc,bbqt,r任务_Task_A.csv,342,Task,Desc,,它们在自己不曾察觉的恐惧中滚动。\n无所知，无光亮，无名字。,พวกมันหมุนคว้างน่าพรั่นพรึงทว่าไร้คนสนใจ\nไร้ปรีชาญาณ ไร้ประกายแสง ไร้นามกร
Task_10473_UnlockCondDesc,bbqx,r任务_Task_A.csv,342,Task,UnlockCondDesc,,守密人 25 级开放,ปลดล็อกเมื่อผู้พิทักษ์ความลับ ระดับ 25
Task_10473_CompleteCondDesc,bbqs,r任务_Task_A.csv,342,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_10680_Name,bbNb,r任务_Task_A.csv,343,Task,Name,,研究任务：绛紫诗篇,งานวิจัย: บทกวีสีอินทนิล
Task_10680_Desc,bbMZ,r任务_Task_A.csv,343,Task,Desc,,维度、空间、量子……或许你将永远无法理解这些词汇背后的深刻涵义。\n就像你无法理解这世上发生的大部分事情。,"มิติ, อวกาศ, ควอนตัม... บางทีคุณอาจไม่มีวันเข้าใจความหมายอันลึกซึ้งที่ซ่อนอยู่หลังถ้อยคำเหล่านี้ได้เลย\nเหมือนกับที่คุณไม่เคยเข้าใจเรื่องราวส่วนใหญ่ที่เกิดขึ้นบนโลกใบนี้"
Task_10680_UnlockCondDesc,bbNd,r任务_Task_A.csv,343,Task,UnlockCondDesc,,守密人 25 级开放,ปลดล็อกเมื่อผู้พิทักษ์ความลับ ระดับ 25
Task_10680_CompleteCondDesc,bbMY,r任务_Task_A.csv,343,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_48735_Name,beFZ,r任务_Task_A.csv,344,Task,Name,,调查任务：勘察测绘,ภารกิจ: แผนการลาดตระเวน
Task_48735_Desc,beFX,r任务_Task_A.csv,344,Task,Desc,,地理是高位者的谎言。\n小心那些等高线。,ภูมิศาสตร์คือคำลวงของผู้ที่อยู่เหนือกว่า\nจงระวังเส้นความสูงเหล่านั้นให้ดี
Task_48735_UnlockCondDesc,beGb,r任务_Task_A.csv,344,Task,UnlockCondDesc,,守密人 20 级开放,ปลดล็อกเมื่อผู้พิทักษ์ความลับ ระดับ 25
Task_48735_CompleteCondDesc,beFW,r任务_Task_A.csv,344,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_48734_Name,beFT,r任务_Task_A.csv,345,Task,Name,,调查任务：先验理论,ภารกิจ: ทฤษฎีเชิงประจักษ์
Task_48734_Desc,beFR,r任务_Task_A.csv,345,Task,Desc,,忘掉你的认知，忘掉你的目的。\n真相是什么，它们会告诉你。,จงลืมเลือนการรับรู้ของเจ้าเสีย จงลืมเลือนจุดประสงค์ของเจ้าไป\nความจริงคือสิ่งใด พวกมันจะเป็นผู้บอกเจ้าเอง
Task_48734_UnlockCondDesc,beFV,r任务_Task_A.csv,345,Task,UnlockCondDesc,,守密人 30 级开放,ปลดล็อกเมื่อผู้พิทักษ์ความลับ ระดับ 25
Task_48734_CompleteCondDesc,beFQ,r任务_Task_A.csv,345,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_48733_Name,beFN,r任务_Task_A.csv,346,Task,Name,,调查任务：泛神信仰,ภารกิจ: สรรพเทวนิยม
Task_48733_Desc,beFL,r任务_Task_A.csv,346,Task,Desc,,从倒塌的教堂和破碎的文物中，博物馆获得它们的珍藏，你获得你的珍藏。\n你们各取所需。,จากโบสถ์ที่พังทลายและโบราณวัตถุที่แตกสลาย พิพิธภัณฑ์ได้สิ่งล้ำค่าของพวกเขาไป ส่วนคุณก็ได้สิ่งล้ำค่าของคุณมา\nต่างฝ่ายต่างก็ได้ในสิ่งที่ตนต้องการ
Task_48733_UnlockCondDesc,beFP,r任务_Task_A.csv,346,Task,UnlockCondDesc,,守密人 40 级开放,ปลดล็อกเมื่อผู้พิทักษ์ความลับ ระดับ 25
Task_48733_CompleteCondDesc,beFK,r任务_Task_A.csv,346,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_48736_Name,beGf,r任务_Task_A.csv,347,Task,Name,,调查任务：秘境幻影,ภารกิจ: ดินแดนลวงตา
Task_48736_Desc,beGd,r任务_Task_A.csv,347,Task,Desc,,收获两段不可信任的承诺，和一场难以忘怀的梦。,ได้รับมาซึ่งคำสัญญาที่ไม่อาจเชื่อถือได้สองครา และความฝันที่ยากจะลืมเลือนอีกหนึ่งตื่น
Task_48736_UnlockCondDesc,beGh,r任务_Task_A.csv,347,Task,UnlockCondDesc,,守密人 50 级开放,ปลดล็อกเมื่อผู้พิทักษ์ความลับ ระดับ 25
Task_48736_CompleteCondDesc,beGc,r任务_Task_A.csv,347,Task,CompleteCondDesc,,派遣总等级>={s1},เลเวลรวมการมอบหมายภารกิจ ≥ {s1}
Task_118877_Desc,bJHj,r任务_Task_A.csv,6215,Task,Desc,,制剂淬炼,ขัดเกลาตำรับยา
Task_121273_Desc,bKFN,r任务_Task_A.csv,6216,Task,Desc,,在「制剂淬炼Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา I"""
Task_121298_Desc,bKGm,r任务_Task_A.csv,6217,Task,Desc,,在「制剂淬炼Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา II"""
Task_121302_Desc,bKGq,r任务_Task_A.csv,6218,Task,Desc,,在「制剂淬炼Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา III"""
Task_121278_Desc,bKFS,r任务_Task_A.csv,6219,Task,Desc,,在「制剂淬炼Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา IV"""
Task_121296_Desc,bKGk,r任务_Task_A.csv,6220,Task,Desc,,在「制剂淬炼Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา V"""
Task_118842_Desc,bJGJ,r任务_Task_A.csv,6221,Task,Desc,,金券搜查,เสาะหาคูปองกุหลาบทองคำ
Task_121238_Desc,bKFe,r任务_Task_A.csv,6222,Task,Desc,,在「金券搜查Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ I"""
Task_121295_Desc,bKGj,r任务_Task_A.csv,6223,Task,Desc,,在「金券搜查Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ II"""
Task_121321_Desc,bKGJ,r任务_Task_A.csv,6224,Task,Desc,,在「金券搜查Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ III"""
Task_121271_Desc,bKFL,r任务_Task_A.csv,6225,Task,Desc,,在「金券搜查Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ IV"""
Task_121300_Desc,bKGo,r任务_Task_A.csv,6226,Task,Desc,,在「金券搜查Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ V"""
Task_118826_Desc,bJGv,r任务_Task_A.csv,6227,Task,Desc,,浑浊残像,เงาตกค้างไร้ระเบียบ
Task_121325_Desc,bKGN,r任务_Task_A.csv,6228,Task,Desc,,在「浑浊残像Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ I"""
Task_121310_Desc,bKGy,r任务_Task_A.csv,6229,Task,Desc,,在「浑浊残像Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ II"""
Task_121283_Desc,bKFX,r任务_Task_A.csv,6230,Task,Desc,,在「浑浊残像Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ III"""
Task_121252_Desc,bKFs,r任务_Task_A.csv,6231,Task,Desc,,在「浑浊残像Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ IV"""
Task_121315_Desc,bKGD,r任务_Task_A.csv,6232,Task,Desc,,在「浑浊残像Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ V"""
Task_118835_Desc,bJGD,r任务_Task_A.csv,6233,Task,Desc,,海渊残像,เงาตกค้างก้นสมุทร
Task_121265_Desc,bKFF,r任务_Task_A.csv,6234,Task,Desc,,在「海渊残像Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างก้นสมุทร I"""
Task_121307_Desc,bKGv,r任务_Task_A.csv,6235,Task,Desc,,在「海渊残像Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างก้นสมุทร II"""
Task_121272_Desc,bKFM,r任务_Task_A.csv,6236,Task,Desc,,在「海渊残像Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างก้นสมุทร III"""
Task_121268_Desc,bKFI,r任务_Task_A.csv,6237,Task,Desc,,在「海渊残像Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างก้นสมุทร IV"""
Task_121244_Desc,bKFk,r任务_Task_A.csv,6238,Task,Desc,,在「海渊残像Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ V"""
Task_118852_Desc,bJGR,r任务_Task_A.csv,6239,Task,Desc,,器质残像,เงาตกค้างแห่งกายา
Task_121290_Desc,bKGe,r任务_Task_A.csv,6240,Task,Desc,,在「器质残像Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา I"""
Task_121249_Desc,bKFp,r任务_Task_A.csv,6241,Task,Desc,,在「器质残像Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา II"""
Task_121235_Desc,bKFb,r任务_Task_A.csv,6242,Task,Desc,,在「器质残像Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา III"""
Task_121289_Desc,bKGd,r任务_Task_A.csv,6243,Task,Desc,,在「器质残像Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา IV"""
Task_121280_Desc,bKFU,r任务_Task_A.csv,6244,Task,Desc,,在「器质残像Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา V"""
Task_118917_Desc,bJHN,r任务_Task_A.csv,6245,Task,Desc,,维度残像,เงาตกค้างห้วงมิติ
Task_121245_Desc,bKFl,r任务_Task_A.csv,6246,Task,Desc,,在「维度残像Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ I"""
Task_121251_Desc,bKFr,r任务_Task_A.csv,6247,Task,Desc,,在「维度残像Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ II"""
Task_121270_Desc,bKFK,r任务_Task_A.csv,6248,Task,Desc,,在「维度残像Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ III"""
Task_121314_Desc,bKGC,r任务_Task_A.csv,6249,Task,Desc,,在「维度残像Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ IV"""
Task_121311_Desc,bKGz,r任务_Task_A.csv,6250,Task,Desc,,在「维度残像Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ V"""
Task_118879_Desc,bJHl,r任务_Task_A.csv,6251,Task,Desc,,混沌集群,กลุ่มก้อนแห่งความโกลาหล
Task_121255_Desc,bKFv,r任务_Task_A.csv,6252,Task,Desc,,在「混沌集群Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กลุ่มก้อนแห่งความโกลาหล I"""
Task_121263_Desc,bKFD,r任务_Task_A.csv,6253,Task,Desc,,在「混沌集群Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กลุ่มก้อนแห่งความโกลาหล II"""
Task_121304_Desc,bKGs,r任务_Task_A.csv,6254,Task,Desc,,在「混沌集群Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กลุ่มก้อนแห่งความโกลาหล III"""
Task_121240_Desc,bKFg,r任务_Task_A.csv,6255,Task,Desc,,在「混沌集群Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กลุ่มก้อนแห่งความโกลาหล IV"""
Task_118907_Desc,bJHE,r任务_Task_A.csv,6256,Task,Desc,,波纳佩之墟,ซากปรักหักพังของโปนเป
Task_121309_Desc,bKGx,r任务_Task_A.csv,6257,Task,Desc,,在「波纳佩之墟Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ซากปรักหักพังของโปนเป I"""
Task_121248_Desc,bKFo,r任务_Task_A.csv,6258,Task,Desc,,在「波纳佩之墟Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ซากปรักหักพังของโปนเป II"""
Task_121287_Desc,bKGb,r任务_Task_A.csv,6259,Task,Desc,,在「波纳佩之墟Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ซากปรักหักพังของโปนเป III"""
Task_121303_Desc,bKGr,r任务_Task_A.csv,6260,Task,Desc,,在「波纳佩之墟Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ซากปรักหักพังของโปนเป IV"""
Task_118873_Desc,bJHg,r任务_Task_A.csv,6261,Task,Desc,,蠕虫之所,รังหนอน
Task_121257_Desc,bKFx,r任务_Task_A.csv,6262,Task,Desc,,在「蠕虫之所Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""รังหนอน I"""
Task_121312_Desc,bKGA,r任务_Task_A.csv,6263,Task,Desc,,在「蠕虫之所Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""รังหนอน II"""
Task_121306_Desc,bKGu,r任务_Task_A.csv,6264,Task,Desc,,在「蠕虫之所Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""รังหนอน III"""
Task_121308_Desc,bKGw,r任务_Task_A.csv,6265,Task,Desc,,在「蠕虫之所Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""รังหนอน IV"""
Task_118871_Desc,bJHf,r任务_Task_A.csv,6266,Task,Desc,,史瓦西喉,คอหอยชวาทซ์ชิลท์
