Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
Item_9511_Desc,aFNn,d道具_Item_A.csv,773,Item,Desc,,闪烁着神秘的紫色辉光，据说是陨石坠落在坎布里安河谷时残留的碎块。\n用于提升超维界域唤醒体的技能等级。,"Allegedly, debris from a meteorite that fell in the Cambrian Valley.\nA curious mineral that emits a mysterious purplish glimmer.\nA material used for enhancing the abilities of Ultra Awakeners."
Item_9694_Desc,aGaT,d道具_Item_A.csv,774,Item,Desc,,这下没人敢用它来占卜吉凶了吧。\n被融蚀浆覆盖的紫色水晶，用于提升超维界域唤醒体的技能等级。,No one would dare use it for divination now.\nA purple gemstone that drips with D-Slime.\nA material used for enhancing the abilities of Ultra Awakeners.
Item_10092_Desc,aCPv,d道具_Item_A.csv,775,Item,Desc,,闪烁着神秘的紫色辉光，据说是陨石坠落在坎布里安河谷时残留的碎块。\n用于提升超维界域唤醒体的技能等级。,"Allegedly, debris from a meteorite that fell in the Cambrian Valley.\nA curious mineral that emits a mysterious purplish glimmer.\nA material used for enhancing the abilities of Ultra Awakeners."
Item_34910_Desc,aCYD,d道具_Item_A.csv,776,Item,Desc,,在某些平行宇宙里，它拥有毁天灭地的力量。\n来自遥远热带的完美矿晶，用于提升超维界域唤醒体的技能等级。,"In some parallel universes, it possesses the power to destroy the world.\nA flawless crystal from a distant tropical region.\nA material used for enhancing the abilities of Ultra Awakeners."
Item_9575_Desc,aFRX,d道具_Item_A.csv,777,Item,Desc,,这下没人敢用它来占卜吉凶了吧。\n被融蚀浆覆盖的紫色水晶，用于提升超维界域唤醒体的技能等级。,No one would dare use it for divination now.\nA purple gemstone that drips with D-Slime.\nA material used for enhancing the abilities of Ultra Awakeners.
Item_9806_Desc,aGjn,d道具_Item_A.csv,778,Item,Desc,,闪烁着神秘的紫色辉光，据说是陨石坠落在坎布里安河谷时残留的碎块。\n用于提升超维界域唤醒体的技能等级。,"Allegedly, debris from a meteorite that fell in the Cambrian Valley.\nA curious mineral that emits a mysterious purplish glimmer.\nA material used for enhancing the abilities of Ultra Awakeners."
Item_9720_Desc,aGcT,d道具_Item_A.csv,779,Item,Desc,,在某些平行宇宙里，它拥有毁天灭地的力量。\n来自遥远热带的完美矿晶，用于提升超维界域唤醒体的技能等级。,"In some parallel universes, it possesses the power to destroy the world.\nA flawless crystal from a distant tropical region.\nA material used for enhancing the abilities of Ultra Awakeners."
Item_9600_Desc,aFTT,d道具_Item_A.csv,780,Item,Desc,,套装：\n机械降神Ⅰ\n机械降神Ⅱ\n机械降神Ⅲ\n机械降神Ⅳ\n机械降神Ⅴ\n机械降神Ⅵ,Set:\nDeus Ex Machina I\nDeus Ex Machina II\nDeus Ex Machina III\nDeus Ex Machina IV\nDeus Ex Machina V\nDeus Ex Machina VI
Item_9664_Desc,aFYH,d道具_Item_A.csv,781,Item,Desc,,套装：\n扭曲双子·黑Ⅰ\n扭曲双子·黑Ⅱ\n扭曲双子·黑Ⅲ\n扭曲双子·黑Ⅳ\n扭曲双子·黑Ⅴ\n扭曲双子·黑Ⅵ,Set:\nTwisted Twins: Black I\nTwisted Twins: Black II\nTwisted Twins: Black III\nTwisted Twins: Black IV\nTwisted Twins: Black V\nTwisted Twins: Black VI
Item_9584_Desc,aFSH,d道具_Item_A.csv,782,Item,Desc,,套装：\n扭曲双子·白Ⅰ\n扭曲双子·白Ⅱ\n扭曲双子·白Ⅲ\n扭曲双子·白Ⅳ\n扭曲双子·白Ⅴ\n扭曲双子·白Ⅵ,Set:\nTwisted Twins: White I\nTwisted Twins: White II\nTwisted Twins: White III\nTwisted Twins: White IV\nTwisted Twins: White V\nTwisted Twins: White VI
Item_10026_Desc,aCKP,d道具_Item_A.csv,783,Item,Desc,,套装：\n猩红之悸Ⅰ\n猩红之悸Ⅱ\n猩红之悸Ⅲ\n猩红之悸Ⅳ\n猩红之悸Ⅴ\n猩红之悸Ⅵ,Set:\nCrimson Pulse I\nCrimson Pulse II\nCrimson Pulse III\nCrimson Pulse IV\nCrimson Pulse V\nCrimson Pulse VI
Item_9598_Desc,aFTL,d道具_Item_A.csv,784,Item,Desc,,套装：\n猩红之拥Ⅰ\n猩红之拥Ⅱ\n猩红之拥Ⅲ\n猩红之拥Ⅳ\n猩红之拥Ⅴ\n猩红之拥Ⅵ,Set:\nScarlet Embrace I\nScarlet Embrace II\nScarlet Embrace III\nScarlet Embrace IV\nScarlet Embrace V\nScarlet Embrace VI
Item_9989_Desc,aGwb,d道具_Item_A.csv,785,Item,Desc,,套装：\n36室之环Ⅰ\n36室之环Ⅱ\n36室之环Ⅲ\n36室之环Ⅳ\n36室之环Ⅴ\n36室之环Ⅵ,Set:\nRing of Chamber 36 I\nRing of Chamber 36 II\nRing of Chamber 36 III\nRing of Chamber 36 IV\nRing of Chamber 36 V\nRing of Chamber 36 VI
Item_9708_Desc,aGbX,d道具_Item_A.csv,787,Item,Desc,,套装：\n埋骨地絮语Ⅰ\n埋骨地絮语Ⅱ\n埋骨地絮语Ⅲ\n埋骨地絮语Ⅳ\n埋骨地絮语Ⅴ\n埋骨地絮语Ⅵ,Set:\nBurial Ground's Sighs I\nBurial Ground's Sighs II\nBurial Ground's Sighs III\nBurial Ground's Sighs IV\nBurial Ground's Sighs V\nBurial Ground's Sighs VI
Item_9738_Desc,aGej,d道具_Item_A.csv,788,Item,Desc,,套装：\n二律背反Ⅰ\n二律背反Ⅱ\n二律背反Ⅲ\n二律背反Ⅳ\n二律背反Ⅴ\n二律背反Ⅵ,Set:\nParadox I\nParadox II\nParadox III\nParadox IV\nParadox V\nParadox VI
Item_9730_Desc,aGdD,d道具_Item_A.csv,789,Item,Desc,,套装：\n环形诗篇Ⅰ\n环形诗篇Ⅱ\n环形诗篇Ⅲ\n环形诗篇Ⅳ\n环形诗篇Ⅴ\n环形诗篇Ⅵ,Set:\nCircular Psalm I\nCircular Psalm II\nCircular Psalm III\nCircular Psalm IV\nCircular Psalm V\nCircular Psalm VI
Item_9874_Desc,aGob,d道具_Item_A.csv,790,Item,Desc,,套装：\n诅咒兔Ⅰ\n诅咒兔Ⅱ\n诅咒兔Ⅲ\n诅咒兔Ⅳ\n诅咒兔Ⅴ\n诅咒兔Ⅵ,Set:\nCursed Rabbit I\nCursed Rabbit II\nCursed Rabbit III\nCursed Rabbit IV\nCursed Rabbit V\nCursed Rabbit VI
Item_9895_Desc,aGpD,d道具_Item_A.csv,791,Item,Desc,,套装：\n光合祭礼Ⅰ\n光合祭礼Ⅱ\n光合祭礼Ⅲ\n光合祭礼Ⅳ\n光合祭礼Ⅴ\n光合祭礼Ⅵ,Set:\nPhotosynthesis Ritual I\nPhotosynthesis Ritual II\nPhotosynthesis Ritual III\nPhotosynthesis Ritual IV\nPhotosynthesis Ritual V\nPhotosynthesis Ritual VI
Item_9688_Desc,aGav,d道具_Item_A.csv,792,Item,Desc,,套装：\n海归线Ⅰ\n海归线Ⅱ\n海归线Ⅲ\n海归线Ⅳ\n海归线Ⅴ\n海归线Ⅵ,Set:\nReturnal Line I\nReturnal Line II\nReturnal Line III\nReturnal Line IV\nReturnal Line V\nReturnal Line VI
Item_9702_Desc,aGbz,d道具_Item_A.csv,793,Item,Desc,,套装：\n少女之蛹Ⅰ\n少女之蛹Ⅱ\n少女之蛹Ⅲ\n少女之蛹Ⅳ\n少女之蛹Ⅴ\n少女之蛹Ⅵ,Set:\nCocoon of the Maiden I\nCocoon of the Maiden II\nCocoon of the Maiden III\nCocoon of the Maiden IV\nCocoon of the Maiden V\nCocoon of the Maiden VI
Item_10061_Desc,aCNb,d道具_Item_A.csv,794,Item,Desc,,套装：\n生机榨取Ⅰ\n生机榨取Ⅱ\n生机榨取Ⅲ\n生机榨取Ⅳ\n生机榨取Ⅴ\n生机榨取Ⅵ,Set:\nLife Drain I\nLife Drain II\nLife Drain III\nLife Drain IV\nLife Drain V\nLife Drain VI
Item_9753_Name,aGfp,d道具_Item_A.csv,795,Item,Name,,四月礼赞,April Tribute
Item_9753_Desc,aGfn,d道具_Item_A.csv,795,Item,Desc,,套装：\n四月礼赞Ⅰ\n四月礼赞Ⅱ\n四月礼赞Ⅲ\n四月礼赞Ⅳ\n四月礼赞Ⅴ\n四月礼赞Ⅵ,Set:\nApril Tribute I\nApril Tribute II\nApril Tribute III\nApril Tribute IV\nApril Tribute V\nApril Tribute VI
Item_9612_Desc,aFUP,d道具_Item_A.csv,797,Item,Desc,,套装：\n甜蜜蛞蝓Ⅰ\n甜蜜蛞蝓Ⅱ\n甜蜜蛞蝓Ⅲ\n甜蜜蛞蝓Ⅳ\n甜蜜蛞蝓Ⅴ\n甜蜜蛞蝓Ⅵ,Set:\nSweet Slug I\nSweet Slug II\nSweet Slug III\nSweet Slug IV\nSweet Slug V\nSweet Slug VI
Item_9934_Desc,aGsj,d道具_Item_A.csv,798,Item,Desc,,套装：\n入药之梦Ⅰ\n入药之梦Ⅱ\n入药之梦Ⅲ\n入药之梦Ⅳ\n入药之梦Ⅴ\n入药之梦Ⅵ,Set:\nDream of Medicine I\nDream of Medicine II\nDream of Medicine III\nDream of Medicine IV\nDream of Medicine V\nDream of Medicine VI
Item_9709_Desc,aGcb,d道具_Item_A.csv,799,Item,Desc,,套装：\n远方的欢宴Ⅰ\n远方的欢宴Ⅱ\n远方的欢宴Ⅲ\n远方的欢宴Ⅳ\n远方的欢宴Ⅴ\n远方的欢宴Ⅵ,Set:\nFeast from Afar I\nFeast from Afar II\nFeast from Afar III\nFeast from Afar IV\nFeast from Afar V\nFeast from Afar VI
Item_10018_Desc,aCKj,d道具_Item_A.csv,800,Item,Desc,,套装：\n无垢启示录Ⅰ\n无垢启示录Ⅱ\n无垢启示录Ⅲ\n无垢启示录Ⅳ\n无垢启示录Ⅴ\n无垢启示录Ⅵ,Set:\nUnstained Chronicle I\nUnstained Chronicle II\nUnstained Chronicle III\nUnstained Chronicle IV\nUnstained Chronicle V\nUnstained Chronicle VI
Item_9721_Desc,aGcX,d道具_Item_A.csv,801,Item,Desc,,套装：\n再衍化Ⅰ\n再衍化Ⅱ\n再衍化Ⅲ\n再衍化Ⅳ\n再衍化Ⅴ\n再衍化Ⅵ,Set:\nRe-evolution I\nRe-evolution II\nRe-evolution III\nRe-evolution IV\nRe-evolution V\nRe-evolution VI
Item_9851_Desc,aGmn,d道具_Item_A.csv,802,Item,Desc,,套装：\n荒原狼Ⅰ\n荒原狼Ⅱ\n荒原狼Ⅲ\n荒原狼Ⅳ\n荒原狼Ⅴ\n荒原狼Ⅵ,Set:\nSteppenwolf I\nSteppenwolf II\nSteppenwolf III\nSteppenwolf IV\nSteppenwolf V\nSteppenwolf VI
Item_99535_Desc,bHEM,d道具_Item_A.csv,805,Item,Desc,,套装：\n飞升Ⅰ\n飞升Ⅱ\n飞升Ⅲ\n飞升Ⅳ\n飞升Ⅴ\n飞升Ⅵ,Set:\nAscension I\nAscension II\nAscension III\nAscension IV\nAscension V\nAscension VI
Item_9987_Desc,aGvT,d道具_Item_A.csv,807,Item,Desc,,嗷呜，嗷呜。\n随机掉落荒原狼密契套装部件。,"Awoo, awoo.\nContains a random Covenant piece for the Steppenwolf set."
Item_10067_Desc,aCNz,d道具_Item_A.csv,808,Item,Desc,,传说中最初的魔偶创造者，以双手杀死魔偶。\n随机掉落猩红之拥密契套装部件。,Legends say the creator of the first golem destroyed it with his own hands.\nContains a random Covenant piece for the Scarlet Embrace set.
Item_9985_Desc,aGvL,d道具_Item_A.csv,809,Item,Desc,,所有人都会喜欢白色绒绒兔。\n随机掉落诅咒兔密契套装部件。,Everyone loves a fluffy white rabbit.\nContains a random Covenant piece for the Cursed Rabbit set.
Item_9982_Desc,aGvz,d道具_Item_A.csv,810,Item,Desc,,传说中最初的魔偶创造者，以血液滋养魔偶。\n随机掉落猩红之悸密契套装部件。,Legends say the creator of the first golem nourished it with his own blood.\nContains a random Covenant piece for the Crimson Pulse set.
Item_9983_Desc,aGvD,d道具_Item_A.csv,811,Item,Desc,,尽情享受欢宴吧，于歌声中。\n随机掉落远方的欢宴密契套装部件。,"Enjoy this feast, from amidst the songs.\nContains a random Covenant piece for the Feast from Afar set."
Item_22244_Desc,aCSH,d道具_Item_A.csv,812,Item,Desc,,繁衍吧，繁衍吧。让流淌着母树鲜血的灵魂遍及世界。\n随机掉落再衍化密契套装部件。,"Proliferate, proliferate! Let the souls infused with the blood of the Mother Tree spread across the world.\nContains a random Covenant piece for the Re-evolution set."
Item_54015_Desc,aDSr,d道具_Item_A.csv,813,Item,Desc,,鳞翅目正死于孤独、爱与绝望。\n随机掉落有机形态密契套装部件。,"Loneliness, love, despair, then death. Such is the fate of Lepidoptera.\nContains a random Covenant piece for the Organic Form set."
Item_54017_Desc,aDSz,d道具_Item_A.csv,814,Item,Desc,,必然的，偶然的。\n有限的，无限的。\n随机掉落二律背反密契套装部件。,"Inevitable, but accidental. Shackled, but unbound.\nContains a random Covenant piece for the Paradox set."
Item_54018_Desc,aDSD,d道具_Item_A.csv,815,Item,Desc,,一千年前，五分钟等于四十盎司细沙。\n随机掉落入药之梦密契套装部件。,"A thousand years ago, five minutes was equivalent to forty ounces of fine sand.\nContains a random Covenant piece for the Dream of Medicine set."
Item_54016_Desc,aDSv,d道具_Item_A.csv,816,Item,Desc,,旋转，然后遗忘——这是她生命的全部。\n随机掉落36室之环密契套装部件。,"Spin, then forget — that's her entire life.\nContains a random Covenant piece for the Ring of Chamber 36 set."
Item_99150_Desc,bHDy,d道具_Item_A.csv,817,Item,Desc,,世界的水是循环的。下一场新生的源头，来自上一具腐烂的尸体。\n随机掉落腐殖质密契套装部件。,The waters of the world are cyclical. The source of the next rebirth comes from the last rotting corpse. \nContains a random Covenant piece for the Humus set.
Item_99163_Desc,bHDC,d道具_Item_A.csv,818,Item,Desc,,投入此水，告别人间。\n随机掉落斯提克斯密契套装部件。,Entering this water means bidding farewell to the mortal realm.\nContains a random Covenant piece for the Styx set.
Item_99158_Desc,bHDA,d道具_Item_A.csv,819,Item,Desc,,超越肉体，向永生进化。\n随机掉落飞升密契套装部件。,"Transcend the flesh, evolve towards immortality.\nContains a random Covenant piece for the Ascension set."
Item_120472_Name,bKrq,d道具_Item_A.csv,820,Item,Name,,光合祭礼,Photosynthesis Ritual
Item_120472_Desc,bKrp,d道具_Item_A.csv,820,Item,Desc,,科学是光谱分析，艺术是光合作用。\n随机掉落光合祭礼密契套装部件。,"Science is spectral analysis, art is photosynthesis.\nContains a random Covenant piece for the Photosynthesis Ritual set."
Item_120471_Name,bKro,d道具_Item_A.csv,821,Item,Name,,少女之蛹,Cocoon of the Maiden
Item_120471_Desc,bKrn,d道具_Item_A.csv,821,Item,Desc,,为您奉上纯洁的躯壳。\n随机掉落少女之蛹密契套装部件。,"I offer you my chrysalis, a vessel most pure.\nContains a random Covenant piece for the Cocoon of the Maiden set."
Item_120473_Desc,bKrr,d道具_Item_A.csv,822,Item,Desc,,甜甜的，黏黏的。\n随机掉落甜蜜蛞蝓密契套装部件。,"So very sweet, and so very sticky.\nContains a random Covenant piece for the Sweet Slug set."
Item_23731_Desc,aCSP,d道具_Item_A.csv,1502,Item,Desc,,通过「幻梦深潜」和「相位对弈」可以获取守密人经验，每日通过该途径最多可以获取{s1}点，今日已获取{s2}点。,"Gain Keeper EXP through ""Phantasmal Dive"" and ""Traphase""; up to {s1} points can be obtained daily. You have obtained {s2} points today."
ItemGets_74096_Desc,aCHT,h获取途径_ItemGets_C.csv,66,ItemGets,Desc,,主线关卡首通-星辰篇第1章,Main Story First Clear: Astral Reign Chapter 1
ItemGets_118171_Desc,bJwR,h获取途径_ItemGets_C.csv,69,ItemGets,Desc,,主线关卡首通-星辰篇第4章,Main Story First Clear: Astral Reign Chapter 4
ItemGets_74097_Desc,aCHU,h获取途径_ItemGets_C.csv,85,ItemGets,Desc,,主线困难首通-星辰篇第1章,Main Story Hard First Clear: Astral Reign Chapter 1
ItemGets_80272_Desc,bsul,h获取途径_ItemGets_C.csv,86,ItemGets,Desc,,主线困难首通-星辰篇第2章,Main Story Hard First Clear: Astral Reign Chapter 2
ItemGets_95551_Desc,bzTr,h获取途径_ItemGets_C.csv,87,ItemGets,Desc,,主线困难首通-星辰篇第3章,Main Story Hard First Clear: Astral Reign Chapter 3
ItemGets_118166_Desc,bJwM,h获取途径_ItemGets_C.csv,88,ItemGets,Desc,,主线困难首通-星辰篇第4章,Main Story Hard First Clear: Astral Reign Chapter 4
ItemGets_116337_Desc,bHuy,h获取途径_ItemGets_C.csv,107,ItemGets,Desc,,主线普通1-15,Main Story Normal 1-15
ItemGets_95560_Desc,bzTA,h获取途径_ItemGets_C.csv,262,ItemGets,Desc,,星辰篇普通3-1,Astral Reign Normal 3-1
ItemGets_95550_Desc,bzTq,h获取途径_ItemGets_C.csv,263,ItemGets,Desc,,星辰篇普通3-2,Astral Reign Normal 3-2
ItemGets_95559_Desc,bzTz,h获取途径_ItemGets_C.csv,264,ItemGets,Desc,,星辰篇普通3-3,Astral Reign Normal 3-3
ItemGets_95549_Desc,bzTp,h获取途径_ItemGets_C.csv,265,ItemGets,Desc,,星辰篇普通3-4,Astral Reign Normal 3-4
ItemGets_95552_Desc,bzTs,h获取途径_ItemGets_C.csv,266,ItemGets,Desc,,星辰篇普通3-5,Astral Reign Normal 3-5
ItemGets_95558_Desc,bzTy,h获取途径_ItemGets_C.csv,267,ItemGets,Desc,,星辰篇普通3-6,Astral Reign Normal 3-6
ItemGets_95556_Desc,bzTw,h获取途径_ItemGets_C.csv,268,ItemGets,Desc,,星辰篇普通3-7,Astral Reign Normal 3-7
ItemGets_95561_Desc,bzTB,h获取途径_ItemGets_C.csv,269,ItemGets,Desc,,星辰篇普通3-8,Astral Reign Normal 3-8
ItemGets_95553_Desc,bzTt,h获取途径_ItemGets_C.csv,270,ItemGets,Desc,,星辰篇普通3-9,Astral Reign Normal 3-9
ItemGets_95555_Desc,bzTv,h获取途径_ItemGets_C.csv,271,ItemGets,Desc,,星辰篇普通3-10,Astral Reign Normal 3-10
ItemGets_95554_Desc,bzTu,h获取途径_ItemGets_C.csv,272,ItemGets,Desc,,星辰篇普通3-11,Astral Reign Normal 3-11
ItemGets_51685_Desc,aCHd,h获取途径_ItemGets_C.csv,349,ItemGets,Desc,,通关意识潜游-燃烧的群宴,Psyche Deepdive: Feast of Flames
ItemGets_51680_Desc,aCGY,h获取途径_ItemGets_C.csv,357,ItemGets,Desc,,通关意识潜游-巨人的陨落,Psyche Deepdive: The Fall of Giant
ItemGets_52064_Desc,aCHf,h获取途径_ItemGets_C.csv,359,ItemGets,Desc,,通关异梦视界-亵渎,Dreamscape: Desecrate
ItemGets_78944_Desc,aCIk,h获取途径_ItemGets_C.csv,365,ItemGets,Desc,,通关多维连接-逆转回合,Multidimensional Link: My Turn!
ItemGets_81755_Desc,bsuE,h获取途径_ItemGets_C.csv,366,ItemGets,Desc,,通关意识潜游-最后的引航,Psyche Deepdive: Final Steersmanship
ItemGets_90259_Desc,bxSf,h获取途径_ItemGets_C.csv,367,ItemGets,Desc,,通关异梦视界-天边之外·上,Dreamscape: Beyond the Skies: Part I
ItemGets_94569_Desc,byFW,h获取途径_ItemGets_C.csv,368,ItemGets,Desc,,通关异梦视界-征厨房记,Dreamscape: Culinary Dominion
ItemGets_98318_Desc,bBVG,h获取途径_ItemGets_C.csv,369,ItemGets,Desc,,通关意识潜游-不朽极昼,Psyche Deepdive: Everburning Vex
ItemGets_97738_Desc,bBca,h获取途径_ItemGets_C.csv,370,ItemGets,Desc,,通关异梦视界-再见永无乡,Dreamscape: See You in Neverland
ItemGets_99735_Desc,bCpS,h获取途径_ItemGets_C.csv,371,ItemGets,Desc,,通关意识潜游-畸世绘,Psyche Deepdive: Ghastly Canvas
ItemGets_117490_Desc,bIjq,h获取途径_ItemGets_C.csv,372,ItemGets,Desc,,通关异梦视界-天边之外·下,Dreamscape: Beyond the Skies: Part II
ItemGets_97951_Desc,bBhR,h获取途径_ItemGets_C.csv,375,ItemGets,Desc,,凯蒂古拉试玩,Kathigu-Ra Trial
ItemGets_100584_Desc,bCDt,h获取途径_ItemGets_C.csv,376,ItemGets,Desc,,通关异梦视界-再见，永无乡,"Dreamscape: See You, Neverland"
ItemGets_120497_Desc,bKtu,h获取途径_ItemGets_C.csv,391,ItemGets,Desc,,「调查行动」星辰篇第四章,"""Investigation"" Astral Reign Chapter 4"
ItemGets_117103_Desc,bIdX,h获取途径_ItemGets_C.csv,397,ItemGets,Desc,,「意识潜游」如歌的雕琢,"""Psyche Deepdive"" Sculpted Like a Song"
ItemGets_117111_Desc,bIef,h获取途径_ItemGets_C.csv,401,ItemGets,Desc,,「特遣纪录」故事的魔法,"""Special Ops"" The Magic of Storytelling"
ItemGets_117101_Desc,bIdV,h获取途径_ItemGets_C.csv,404,ItemGets,Desc,,「意识潜游」巨人的陨落,"""Psyche Deepdive"" The Fall of Giant"
ItemGets_117123_Desc,bIer,h获取途径_ItemGets_C.csv,406,ItemGets,Desc,,「异梦视界」亵渎,"""Dreamscape"" Desecrate"
ItemGets_117092_Desc,bIdM,h获取途径_ItemGets_C.csv,410,ItemGets,Desc,,「意识潜游」加冕之日,"""Psyche Deepdive"" Coronation Day"
ItemGets_117122_Desc,bIeq,h获取途径_ItemGets_C.csv,412,ItemGets,Desc,,「多维连接」逆转回合,"""Multidimensional Link"" My Turn!"
ItemGets_117094_Desc,bIdO,h获取途径_ItemGets_C.csv,415,ItemGets,Desc,,「异梦视界」征厨房记,"""Dreamscape"" Culinary Dominion"
ItemGets_120992_Desc,bKxV,h获取途径_ItemGets_C.csv,422,ItemGets,Desc,,通关特遣纪录-群星咏叹调,Special Ops: Celestial Aria
ItemGets_120993_Desc,bKxW,h获取途径_ItemGets_C.csv,423,ItemGets,Desc,,「特遣纪录」群星咏叹调,"""Special Ops"" Celestial Aria"
ItemGets_122708_Desc,bLjl,h获取途径_ItemGets_C.csv,424,ItemGets,Desc,,通关特遣记录-群星咏叹调,Special Ops: Celestial Aria
LanguageConfig_Monster_B0005_1_CN,aGRB,d多语言_LanguageConfig_C.csv,1426,LanguageConfig,CN,,「可恶的…不敬之人…」,"""You despicable... Insolent..."""
LanguageConfig_AutocConversion_Title_CN,bCca,d多语言_LanguageConfig_C.csv,3026,LanguageConfig,CN,,选择要置换千面印章的材料,Select Automatic Conversion Materials
LanguageConfig_ExchangePlanSaveTips_CN,bCRM,d多语言_LanguageConfig_C.csv,3037,LanguageConfig,CN,,已保存「千面印章」不足时的置换设置,Thousand Faces Seal Conversion Settings Saved
LanguageConfig_TrinketStrengCostItemNotEnoughTips_CN,bLfI,d多语言_LanguageConfig_C.csv,3038,LanguageConfig,CN,,「千面印章」不足,Insufficient Thousand Faces Seal
PanelText_UI_Awaker_Popup_Trinket_Conversion_Text_C_Empty_Content,aIrk,j界面文字表_PanelText_C.csv,800,PanelText,Content,,点击转录获得新副属性,Transcribe to roll new Substats
PanelText_UI_Awaker_Popup_Trinket_Conversion_Text_C_Name_1_Content,aIrn,j界面文字表_PanelText_C.csv,802,PanelText,Content,,转录,Transcribe
RelicConfig_100539_Name,bCCD,z造物_RelicConfig_A.csv,664,RelicConfig,Name,,<WhiteQuality:染血鹅卵石>,<WhiteQuality:Painted Bloody Pebble>
RelicConfig_100540_Name,bCCH,z造物_RelicConfig_A.csv,665,RelicConfig,Name,,<OrangeQuality:染血鹅卵石+>,<OrangeQuality:Painted Bloody Pebble+>
RelicConfig_100405_Name,bCvK,z造物_RelicConfig_A.csv,666,RelicConfig,Name,,<WhiteQuality:临摹的恶童>,<WhiteQuality:Painted Malignant Child>
Stage_8126_Desc,aVsY,g关卡_Stage_A.csv,70,Stage,Desc,,你与拉蒙娜前往伦蒂尼恩东区的莉莉安济贫院，展开你作为新晋守密人的第一次调查。\n一切都会很顺利，对吧？,"You and Ramona head to Lilian's Workhouse, located in the eastern district of\nLondinium for your first investigation as a new Keeper.\nEverything will go smoothly, right?"
Stage_8185_Desc,aVwq,g关卡_Stage_A.csv,72,Stage,Desc,,我们一定会找回重要之人。\n这是小侦探与小小侦探的约定。,We will stop at nothing to find her.\nThus is the promise the Little Detective made to the Even Littler Detective.
Stage_8187_Name,aVwx,g关卡_Stage_A.csv,74,Stage,Name,,非礼勿言,Unspoken Etiquette
Stage_8188_Desc,aVwz,g关卡_Stage_A.csv,75,Stage,Desc,,在笼罩济贫院的浓厚迷雾之中，触碰切割、消失与死亡。,"Scalpels, disappearances, and death await those who wander\nwithin the dense mist shrouding the Workhouse."
Stage_8121_Desc,aVsJ,g关卡_Stage_A.csv,77,Stage,Desc,,我多想永远不用长大，每一天都和你这样看星星。\n我多想快一点快一点长大，就能保护你们所有人。,"Oh how I wish I could never grow up, so I could spend every night stargazing with you.\nOh how I wish I could grow up faster, so I could protect all of you."
Stage_7685_Desc,aUDF,g关卡_Stage_A.csv,79,Stage,Desc,,良心的负重，和誓言等同。,The weight of conscience can be as heavy as a solemn vow.
Stage_8030_Desc,aVnC,g关卡_Stage_A.csv,83,Stage,Desc,,谁能诠释“春天”的含义？\n蛰伏于静寂虚空重的死亡与遗忘，融入朦胧的春日蜃景。,"Who could possibly determine the true meaning behind ""Primavera""?\nDeath and oblivion lie dormant in the silent void, merging into the hazy mirage of a spring day."
Stage_7837_Desc,aVcj,g关卡_Stage_A.csv,207,Stage,Desc,,你与拉蒙娜前往伦蒂尼恩东区的莉莉安济贫院，展开你作为新晋守密人的第一次调查。\n一切都会很顺利，对吧？,"You and Ramona head to Lilian's Workhouse, located in the eastern district of\nLondinium for your first investigation as a new Keeper.\nEverything will go smoothly, right?"
Stage_7835_Desc,aVca,g关卡_Stage_A.csv,209,Stage,Desc,,在笼罩济贫院的浓厚迷雾之中，触碰切割、消失与死亡。,"Scalpels, disappearances, and death await those who wander\nwithin the dense mist shrouding the Workhouse."
Stage_7841_Desc,aVcv,g关卡_Stage_A.csv,211,Stage,Desc,,我多想永远不用长大，每一天都和你这样看星星。\n我多想快一点快一点长大，就能保护你们所有人。,"Oh how I wish I could never grow up, so I could spend every night stargazing with you.\nOh how I wish I could grow up faster, so I could protect all of you."
Stage_7839_Desc,aVcp,g关卡_Stage_A.csv,213,Stage,Desc,,良心的负重，和誓言等同。,The weight of conscience can be as heavy as a solemn vow.
Stage_7900_Desc,aVfW,g关卡_Stage_A.csv,403,Stage,Desc,,你与拉蒙娜前往伦蒂尼恩东区的莉莉安济贫院，展开你作为新晋守密人的第一次调查。\n一切都会很顺利，对吧？,"You and Ramona head to Lilian's Workhouse, located in the eastern district of\nLondinium for your first investigation as a new Keeper.\nEverything will go smoothly, right?"
Stage_7898_Desc,aVfQ,g关卡_Stage_A.csv,405,Stage,Desc,,在笼罩济贫院的浓厚迷雾之中，触碰切割、消失与死亡。,"Scalpels, disappearances, and death await those who wander\nwithin the dense mist shrouding the Workhouse."
Stage_7903_Desc,aVgf,g关卡_Stage_A.csv,407,Stage,Desc,,我多想永远不用长大，每一天都和你这样看星星。\n我多想快一点快一点长大，就能保护你们所有人。,"Oh how I wish I could never grow up, so I could spend every night stargazing with you.\nOh how I wish I could grow up faster, so I could protect all of you."
Stage_7901_Desc,aVfZ,g关卡_Stage_A.csv,409,Stage,Desc,,良心的负重，和誓言等同。,The weight of conscience can be as heavy as a solemn vow.
Stage_8203_Name,aVxt,g关卡_Stage_A.csv,926,Stage,Name,,深海之遗·间隙Ⅶ,Aequor Legacy: Fissure Ⅶ
Stage_7935_Name,aVhY,g关卡_Stage_A.csv,927,Stage,Name,,深海之遗·间隙Ⅷ,Aequor Legacy: Fissure Ⅷ
Stage_7650_Name,aUBn,g关卡_Stage_A.csv,934,Stage,Name,,血肉之沼·间隙Ⅶ,Caro Marsh: Fissure Ⅶ
