Key,ShortKey,Source,Row,Module,Field,Role,CN,JP,,,,,,,,,,,,,,
Skill_4114_Desc_1,aMpN,j技能表_Skill_A.csv,1164,Skill,Desc,索蕾尔,获得 <Block:[Block:Arg1]> 点护盾。若当前生命低于 50%，额外获得 1 次护盾，<EmbryoFusionIconKeywords:胚胎融合> +[Blood:Arg4]%。索蕾尔获得 <Energy:[Energy:Arg3]> 点狂气。,<Block:[Block:Arg1]>点のシールドを獲得。現在のライフが50%未満の場合、追加で1回シールドを獲得。<EmbryoFusionIconKeywords:胚胎融合>+[Blood:Arg4]%。ソレールは<Energy:[Energy:Arg3]>狂気を獲得。,,,,,,,,,,,,,,
Skill_4114_BattleDesc_1,aMpL,j技能表_Skill_A.csv,1164,Skill,BattleDesc,索蕾尔,获得 <Block:[Block:Arg1]> 点护盾。若当前生命低于 50%，额外获得 1 次护盾，<EmbryoFusionIconKeywords:胚胎融合> +[Blood:Arg4]%。获得 <Energy:[Energy:Arg2]> 点狂气。,<Block:[Block:Arg1]>点のシールドを獲得。現在のライフが50％未満の場合、追加で1回シールドを獲得。<EmbryoFusionIconKeywords:胚胎融合>+[Blood:Arg4]％。<Energy:[Energy:Arg2]>狂気を獲得。,,,,,,,,,,,,,,
Skill_4770_Desc_0,aOAh,j技能表_Skill_A.csv,1165,Skill,Desc,索蕾尔,【<UnlimitedDevouredIconKeywords:无限吞噬>：本次权欲轮舞的伤害次数+[Arg3] ，回复生命值+<Heal:[Heal:Arg6]>。】随机造成 <Damage:[Damage:Arg2]> 点伤害 [Arg1] 次。回合结束时回复 <Heal:[Heal:Arg4]> 点生命。,【<UnlimitedDevouredIconKeywords:無限捕食>：この「権欲の輪舞」のダメージ回数+[Arg3] 、ライフ回復量+<Heal:[Heal:Arg6]>。】ランダムに<Damage:[Damage:Arg2]>ダメージを[Arg1]回与える。ターン終了時、ライフを<Heal:[Heal:Arg4]>回復。,,,,,,,,,,,,,,
Skill_4770_OverLimitUtlSkillDesc_0,aOAl,j技能表_Skill_A.csv,1165,Skill,OverLimitUtlSkillDesc,索蕾尔,【<UnlimitedDevouredIconKeywords:无限吞噬>：本次权欲轮舞的伤害次数 +[Arg3] ，回复生命值 +<Heal:[Heal:Arg6]> 点】随机造成 <Damage:[Damage:Arg2]> 点伤害 [Arg1] 次。回复 <Heal:[Heal:Arg4]> 点生命。使索蕾尔接下来 3 张指令卡生效 2 次。本次狂气爆发每造成 1 次伤害，回合结束时回复 <Heal:[Heal:Arg5]> 点生命。,【<UnlimitedDevouredIconKeywords:無限捕食>：この「権欲の輪舞」のダメージ回数+[Arg3]、ライフ回復量+<Heal:[Heal:Arg6]>。】ランダムに<Damage:[Damage:Arg2]>ダメージを[Arg1]回与える。ライフを<Heal:[Heal:Arg4]>回復。ソレールの次の3枚の指令カードは、2回発動する。この狂気解放がダメージを1回与えるたび、ターン終了時にライフを<Heal:[Heal:Arg5]>回復する。,,,,,,,,,,,,,,
Skill_4770_EffectNameList_7,aOAj,j技能表_Skill_A.csv,1165,Skill,EffectNameList,索蕾尔,"伤害,回复,每次伤害回复,无限吞噬回复","ダメージ,回復,ダメージごとの回復,無限捕食の回復",,,,,,,,,,,,,,
Skill_4167_Desc_0,bRYs,j技能表_Skill_A.csv,1166,Skill,Desc,索蕾尔,索蕾尔获得 <Energy:[Energy:Arg1]> 点狂气。<ExaltIconKeywords:灵知觉醒>：获得 [Power:Arg2] 点<PowerIconKeywords:力量>，索蕾尔每造成 1 次伤害，获得 [Power:Arg3] 点临时<PowerIconKeywords:力量>。,ソレールは<Energy:[Energy:Arg1]>狂気を獲得。<ExaltIconKeywords:霊知覚醒>：[Power:Arg2]点の<PowerIconKeywords:力>を獲得。ソレールがダメージを1回与えるたび、[Power:Arg3]点の一時的な<PowerIconKeywords:力>を獲得。,,,,,,,,,,,,,,
Skill_4167_Desc_15,bRYt,j技能表_Skill_A.csv,1166,Skill,Desc,索蕾尔,索蕾尔获得 <Energy:[Energy:Arg1]> 点狂气。<ExaltIconKeywords:灵知觉醒>：获得 [Power:Arg2] 点<PowerIconKeywords:力量>，索蕾尔每造成 1 次伤害，获得 [Power:Arg3] 点临时<PowerIconKeywords:力量>并使索蕾尔临时最终伤害提高 2％，其他唤醒体提高 1％，临时最终伤害提高效果每回合最多生效 [Arg4] 次。,ソレールが<Energy:[Energy:Arg1]>狂気を獲得。<ExaltIconKeywords:霊知覚醒>：[Power:Arg2]点の<PowerIconKeywords:力>を獲得。ソレールがダメージを1回与えるたび、[Power:Arg3]点の一時的な<PowerIconKeywords:力>を獲得し、ソレールの一時的な最終ダメージが2%増加し、他の覚醒体は1%増加する。一時的な最終ダメージの増加効果は毎ターン最大[Arg4]回まで発動する。,,,,,,,,,,,,,,
Skill_4662_Desc_0,aOly,j技能表_Skill_A.csv,1167,Skill,Desc,索蕾尔,随机造成 <Damage:[Damage:Arg1]> 点伤害 [Arg3] 次。回合结束时回复 <Heal:[Heal:Arg2]> 点生命。,ランダムに<Damage:[Damage:Arg1]>ダメージを[Arg3]回与える。ターン終了時、ライフを<Heal:[Heal:Arg2]>回復。,,,,,,,,,,,,,,
Skill_4662_Desc_2,aOlz,j技能表_Skill_A.csv,1167,Skill,Desc,索蕾尔,随机造成 <Damage:[Damage:Arg1]> 点伤害 [Arg3] 次，每造成 1 次伤害临时暴击率+5％。回合结束时回复 <Heal:[Heal:Arg2]> 点生命,ランダムに<Damage:[Damage:Arg1]>ダメージを[Arg3]回を与える。ダメージを与えるたび、一時的なクリティカル率+5%。ターン終了時、ライフを<Heal:[Heal:Arg2]>回復。,,,,,,,,,,,,,,
Skill_4662_BattleDesc_0,aOlw,j技能表_Skill_A.csv,1167,Skill,BattleDesc,索蕾尔,随机造成 <Damage:[Damage:Arg1]> 点伤害 [Arg3] 次。回合结束时回复 <Heal:[Heal:Arg2]> 点生命。,ランダムに<Damage:[Damage:Arg1]>ダメージを[Arg3]回与える。ターン終了時、ライフを<Heal:[Heal:Arg2]>回復。,,,,,,,,,,,,,,
Skill_4662_BattleDesc_2,aOlx,j技能表_Skill_A.csv,1167,Skill,BattleDesc,索蕾尔,随机造成 <Damage:[Damage:Arg1]> 点伤害 [Arg3] 次，每造成 1 次伤害临时暴击率+5％。回合结束时回复 <Heal:[Heal:Arg2]> 点生命。,ランダムに<Damage:[Damage:Arg1]>ダメージを[Arg3]回を与える。ダメージを与えるたび、一時的なクリティカル率+5%。ターン終了時、ライフを<Heal:[Heal:Arg2]>回復。,,,,,,,,,,,,,,
Skill_4281_Desc,aMMK,j技能表_Skill_A.csv,1168,Skill,Desc,索蕾尔,失去 [Arg1]% 当前生命。<EmbryoFusionIconKeywords:胚胎融合> +[Blood:Arg2]%。在本回合中剩余时间内，每造成 1 次伤害，回合结束时回复 [Arg3] 点生命。,現在のライフの[Arg1]%を失う。<EmbryoFusionIconKeywords:胚胎融合>+[Blood:Arg2]%。このターン中、ダメージを1回与えるたび、ターン終了時にライフを[Arg3]回復。,,,,,,,,,,,,,,
Skill_4281_BattleDesc,aMMJ,j技能表_Skill_A.csv,1168,Skill,BattleDesc,索蕾尔,失去 [Arg1]%([Arg4]) 当前生命。<EmbryoFusionIconKeywords:胚胎融合> +[Blood:Arg2]%。在本回合中剩余时间内，每造成 1 次伤害，回合结束时回复 [Arg3] 点生命。,現在のライフの[Arg1]%([Arg4])を失う。<EmbryoFusionIconKeywords:胚胎融合>+[Blood:Arg2]%。このターン中、ダメージを1回与えるたび、ターン終了時にライフを[Arg3]回復。,,,,,,,,,,,,,,
Skill_4061_Desc_2,aMiB,j技能表_Skill_A.csv,1170,Skill,Desc,阿格里帕,造成 <Damage:[Damage:Arg1]> 点伤害。阿格里帕获得 <Energy:[Energy:Arg2]> 点狂气。触发所有敌人 [Arg3]％ 的<IntoxicationIconKeywords:中毒>。,<Damage:[Damage:Arg1]>ダメージを与える。アグリッパは<Energy:[Energy:Arg2]>狂気を獲得。すべての敵の<IntoxicationIconKeywords:毒>を[Arg3]%発動する。,,,,,,,,,,,,,,
Skill_4001_Desc_2,aMaF,j技能表_Skill_A.csv,1171,Skill,Desc,阿格里帕,获得 <Block:[Block:Arg1]> 点护盾。阿格里帕获得 <Energy:[Energy:Arg2]> 点狂气。触发所有敌人 [Arg3]％ 的<IntoxicationIconKeywords:中毒>。,<Block:[Block:Arg1]>点のシールドを獲得。アグリッパは<Energy:[Energy:Arg2]>狂気を獲得。すべての敵の<IntoxicationIconKeywords:毒>を[Arg3]%発動する。,,,,,,,,,,,,,,
Skill_4667_Desc_0,aOmo,j技能表_Skill_A.csv,1172,Skill,Desc,阿格里帕,【<DevouredIconKeywords:吞噬>：获得 [Power:Arg1] 点<PowerIconKeywords:力量> 和 [Arg4] 点<AlertIconKeywords:戒备>。】获得 <Block:[Block:Arg2]> 点护盾。对所有敌人施加 [Poison:Arg3] 层<IntoxicationIconKeywords:中毒>。,【<DevouredIconKeywords:捕食>：[Power:Arg1]点の<PowerIconKeywords:力>と[Arg4]点の<AlertIconKeywords:警戒>を獲得。】<Block:[Block:Arg2]>点のシールドを獲得。すべての敵に[Poison:Arg3]点の<IntoxicationIconKeywords:毒> を付与。,,,,,,,,,,,,,,
Skill_4667_OverLimitUtlSkillDesc_0,aOmr,j技能表_Skill_A.csv,1172,Skill,OverLimitUtlSkillDesc,阿格里帕,【<DevouredIconKeywords:吞噬>：获得 [Power:Arg1] 点<PowerIconKeywords:力量> 和 [Arg4] 点<AlertIconKeywords:戒备>。】获得 <Block:[Block:Arg2]> 点护盾。对所有敌人施加 [Poison:Arg3] 层<IntoxicationIconKeywords:中毒>。抽 2 张阿格里帕的非打击防御指令卡，使 2 张手中阿格里帕的非打击防御指令卡本回合算力消耗 -1。,【<DevouredIconKeywords:捕食>：[Power:Arg1]点の<PowerIconKeywords:力>と[Arg4]点の<AlertIconKeywords:警戒>を獲得。】<Block:[Block:Arg2]>点のシールドを獲得。すべての敵に[Poison:Arg3]点の<IntoxicationIconKeywords:毒> を付与。アグリッパの「攻撃」と「防御」以外の指令カードを2枚引き、このターン中、手札にあるアグリッパの「攻撃」と「防御」以外の指令カード2枚の行動力消費を1減少させる。,,,,,,,,,,,,,,
Skill_4680_Desc_0,bRTb,j技能表_Skill_A.csv,1173,Skill,Desc,阿格里帕,阿格里帕获得 <Energy:[Energy:Arg1]> 点狂气。<ExaltIconKeywords:灵知觉醒>：阿格里帕施加的<IntoxicationIconKeywords:中毒>提高 50%，回合结束后，获得 <Block:[Block:Arg2]> 点护盾。,アグリッパは<Energy:[Energy:Arg1]>狂気を獲得。<ExaltIconKeywords:霊知覚醒>：アグリッパが付与する<IntoxicationIconKeywords:毒>が50%増加し、ターン終了後に<Block:[Block:Arg2]>点のシールドを獲得。,,,,,,,,,,,,,,
Skill_4680_Desc_15,bRTc,j技能表_Skill_A.csv,1173,Skill,Desc,阿格里帕,阿格里帕获得 <Energy:[Energy:Arg1]> 点狂气。<ExaltIconKeywords:灵知觉醒>：阿格里帕施加的<IntoxicationIconKeywords:中毒>提高 50%，回合结束后，获得 <Block:[Block:Arg2]> 点护盾，每回合中阿格里帕每造成或触发 1 次中毒，该护盾就提高 50%，最大 5 层。,アグリッパは <Energy:[Energy:Arg1]>狂気を獲得。<ExaltIconKeywords:霊知覚醒>：アグリッパが付与する<IntoxicationIconKeywords:毒>が50%増加する。ターン終了後、<Block:[Block:Arg2]>点のシールドを獲得し、ターン中、アグリッパが毒を1回付与する、または発動するたび、そのシールドが50％増加する。最大5回まで。,,,,,,,,,,,,,,
Skill_4120_Desc_0,aMqD,j技能表_Skill_A.csv,1174,Skill,Desc,阿格里帕,获得 <Block:[Block:Arg1]> 点护盾。当前的<EmbryoFusionIconKeywords:胚胎融合>翻倍。,<Block:[Block:Arg1]>点のシールドを獲得。現在の<EmbryoFusionIconKeywords:胚胎融合>が2倍になる。,,,,,,,,,,,,,,
Skill_4120_Desc_1,aMqE,j技能表_Skill_A.csv,1174,Skill,Desc,阿格里帕,获得 <Block:[Block:Arg1]> 点护盾。当前的<EmbryoFusionIconKeywords:胚胎融合>翻倍。使手牌中算力消耗最高的 1 张卡在本回合中算力消耗 -1。,<Block:[Block:Arg1]>点のシールドを獲得。現在の<EmbryoFusionIconKeywords:胚胎融合>が2倍になる。手札にある行動力消費が最も高いカード1枚の、このターンの行動力消費を1減少させる。,,,,,,,,,,,,,,
Skill_4821_Desc_0,aOHE,j技能表_Skill_A.csv,1175,Skill,Desc,阿格里帕,造成 <Damage:[Damage:Arg1]> 点伤害和等量<IntoxicationIconKeywords:中毒>。每当触发吞噬时，将「苍白回旋」从弃牌堆置入手中。,<Damage:[Damage:Arg1]>ダメージを与え、同量の<IntoxicationIconKeywords:毒>を付与する。「捕食」が発動するたび、「蒼白の旋回」を捨て札から手札に戻す。,,,,,,,,,,,,,,
Skill_4821_Desc_3,aOHF,j技能表_Skill_A.csv,1175,Skill,Desc,阿格里帕,造成 <Damage:[Damage:Arg1]> 点伤害和等量<IntoxicationIconKeywords:中毒>。<EmbryoFusionIconKeywords:胚胎融合> +[Blood:Arg2]%。每当触发吞噬时，将「苍白回旋」从弃牌堆置入手中。,<Damage:[Damage:Arg1]>ダメージを与え、同量の<IntoxicationIconKeywords:毒>を付与する。<EmbryoFusionIconKeywords:胚胎融合>+[Blood:Arg2]%。「捕食」が発動するたび、「蒼白の回旋」を捨て札から手札に戻す。,,,,,,,,,,,,,,
Skill_4376_Desc_1,bqYc,j技能表_Skill_A.csv,1177,Skill,Desc,艾继丝,造成 <Damage:[Damage:Arg1]> 点伤害，目标每有 1 层<VulnerabilityIconKeywords:易伤>，<EmbryoFusionIconKeywords:胚胎融合> +[Arg3]%，最多 [Arg4]%。艾继丝获得 <Energy:[Energy:Arg2]> 点狂气。,<Damage:[Damage:Arg1]>ダメージを与える。対象の<VulnerabilityIconKeywords:易傷>1点につき、<EmbryoFusionIconKeywords:胚胎融合>+[Arg3]%。最大[Arg4]%まで。アイギスは<Energy:[Energy:Arg2]>狂気を獲得。,,,,,,,,,,,,,,
Skill_4376_BattleDesc_1,bqYb,j技能表_Skill_A.csv,1177,Skill,BattleDesc,艾继丝,造成 <Damage:[Damage:Arg1]> 点伤害，目标每有 1 层<VulnerabilityIconKeywords:易伤>，<EmbryoFusionIconKeywords:胚胎融合> +[Arg3]%，最多 [Arg4]%。获得 <Energy:[Energy:Arg2]> 点狂气。,<Damage:[Damage:Arg1]>ダメージを与える。対象の<VulnerabilityIconKeywords:易傷>1点につき、<EmbryoFusionIconKeywords:胚胎融合>+[Arg3]%。最大 [Arg4]％まで。<Energy:[Energy:Arg2]>狂気を獲得。,,,,,,,,,,,,,,
Skill_3967_Desc_0,aLWp,j技能表_Skill_A.csv,1179,Skill,Desc,艾继丝,【<DevouredIconKeywords:吞噬>：本次「万古之眸」对所有敌人施加 1 回合的<PetrifactionIconKeywords:石化>，若目标拥有石化抗性则最终伤害提高 200%。】对所有敌人造成 <Damage:[Damage:Arg1]> 点伤害并施加 [Arg2] 回合的<VulnerabilityIconKeywords:易伤>，每次释放使「万古之眸」基础伤害提高 50%。,【<DevouredIconKeywords:捕食>：すべての敵に1点の<PetrifactionIconKeywords:石化>を付与。対象が石化耐性を持っている場合、最終ダメージが200％増加。】すべての敵に<Damage:[Damage:Arg1]>ダメージを与え、[Arg2]点の<VulnerabilityIconKeywords:易傷>を付与。「永遠の瞳」を発動するたび、「永遠の瞳」の基礎ダメージが50％増加する。,,,,,,,,,,,,,,
Skill_3967_OverLimitUtlSkillDesc_0,bqXG,j技能表_Skill_A.csv,1179,Skill,OverLimitUtlSkillDesc,艾继丝,【<DevouredIconKeywords:吞噬>：对所有敌人施加 1 回合的<PetrifactionIconKeywords:石化>，若目标拥有石化抗性则本次「万古之眸」最终伤害提高 200%。】对所有敌人造成 <Damage:[Damage:Arg1]> 点伤害并施加 [Arg2] 回合的<VulnerabilityIconKeywords:易伤>。每次释放使「万古之眸」基础伤害提高 50%。本回合所有唤醒体造成的伤害提高 25%。,【<DevouredIconKeywords:捕食>：すべての敵に1点の<PetrifactionIconKeywords:石化>を付与。対象が石化耐性を持っている場合、「永遠の瞳」の最終ダメージが200%増加。】すべての敵に<Damage:[Damage:Arg1]>ダメージを与え、[Arg2]点の<VulnerabilityIconKeywords:軟化>を付与。「永遠の瞳」を発動するたび、「永遠の瞳」の基礎ダメージが50%増加する。このターン中、すべての覚醒体が与えるダメージが25%増加する。,,,,,,,,,,,,,,
Skill_3967_tempBattleDesc_1,bSEv,j技能表_Skill_A.csv,1179,Skill,tempBattleDesc,艾继丝,【<DevouredIconKeywords:吞噬>：本次「万古之眸」对所有敌人施加 1 回合的<PetrifactionIconKeywords:石化>，若目标拥有石化抗性则最终伤害提高 200%。】对所有敌人造成 <Damage:[Damage:Arg1]> 点伤害并施加 [Arg2] 回合的<VulnerabilityIconKeywords:易伤>，每次释放使「万古之眸」基础伤害提高 50%。,【<DevouredIconKeywords:捕食>：すべての敵に1点の<PetrifactionIconKeywords:石化>を付与する。対象が石化耐性を持っている場合、最終ダメージが200%増加する。】すべての敵に<Damage:[Damage:Arg1]>ダメージを与え、[Arg2]点の<VulnerabilityIconKeywords:易傷>を付与する。「永遠の瞳」を発動するたび、「永遠の瞳」の基礎ダメージが50%増加する。,,,,,,,,,,,,,,
Skill_3967_tempBattleDesc_2,bSEw,j技能表_Skill_A.csv,1179,Skill,tempBattleDesc,艾继丝,【<DevouredIconKeywords:吞噬>：本次「万古之眸」对所有敌人施加 1 回合的<PetrifactionIconKeywords:石化>，若目标拥有石化抗性则最终伤害提高 200%。】对所有敌人造成 <Damage:[Damage:Arg1]> 点伤害并施加 [Arg2] 回合的<VulnerabilityIconKeywords:易伤>，每次释放使「万古之眸」基础伤害提高 50%。艾继丝打出的下一张「防御」生效 3 次。,【<DevouredIconKeywords:捕食>：すべての敵に1点の<PetrifactionIconKeywords:石化>を付与する。対象が石化耐性を持っている場合、最終ダメージが200%増加する。】すべての敵に<Damage:[Damage:Arg1]>ダメージを与え、[Arg2]点の<VulnerabilityIconKeywords:易傷>を付与する。「永遠の瞳」を発動するたび、「永遠の瞳」の基礎ダメージが50%増加する。アイギスが次に使用する「防御」は3回発動する。,,,,,,,,,,,,,,
Skill_3967_tempOverLimitUtlSkillDesc_1,bSEx,j技能表_Skill_A.csv,1179,Skill,tempOverLimitUtlSkillDesc,艾继丝,【<DevouredIconKeywords:吞噬>：对所有敌人施加 1 回合的<PetrifactionIconKeywords:石化>，若目标拥有石化抗性则本次「万古之眸」最终伤害提高 200%。】对所有敌人造成 <Damage:[Damage:Arg1]> 点伤害并施加 [Arg2] 回合的<VulnerabilityIconKeywords:易伤>。每次释放使「万古之眸」基础伤害提高 50%。本回合所有唤醒体造成的伤害提高 25%。,【<DevouredIconKeywords:捕食>：すべての敵に1点の<PetrifactionIconKeywords:石化>を付与する。対象が石化耐性を持っている場合、最終ダメージが200%増加する。】すべての敵に<Damage:[Damage:Arg1]>ダメージを与え、[Arg2]点の<VulnerabilityIconKeywords:易傷>を付与する。「永遠の瞳」を発動するたび、「永遠の瞳」の基礎ダメージが50%増加する。このターン、すべての覚醒体が与えるダメージが25%増加する。,,,,,,,,,,,,,,
Skill_3967_tempOverLimitUtlSkillDesc_2,bSEy,j技能表_Skill_A.csv,1179,Skill,tempOverLimitUtlSkillDesc,艾继丝,【<DevouredIconKeywords:吞噬>：对所有敌人施加 1 回合的<PetrifactionIconKeywords:石化>，若目标拥有石化抗性则本次「万古之眸」最终伤害提高 200%。】对所有敌人造成 <Damage:[Damage:Arg1]> 点伤害并施加 [Arg2] 回合的<VulnerabilityIconKeywords:易伤>。每次释放使「万古之眸」基础伤害提高 50%。本回合所有唤醒体造成的伤害提高 25%。艾继丝打出的下一张「防御」生效 3 次。,【<DevouredIconKeywords:捕食>：すべての敵に1点の<PetrifactionIconKeywords:石化>を付与する。対象が石化耐性を持っている場合、最終ダメージが200%増加する。】すべての敵に<Damage:[Damage:Arg1]>ダメージを与え、[Arg2]点の<VulnerabilityIconKeywords:易傷>を付与する。「永遠の瞳」を発動するたび、「永遠の瞳」の基礎ダメージが50%増加する。このターン、すべての覚醒体が与えるダメージが25%増加する。アイギスが次に使用する「防御」は3回発動する。,,,,,,,,,,,,,,
Skill_4339_Desc_0,aMUh,j技能表_Skill_A.csv,1180,Skill,Desc,艾继丝,艾继丝获得 <Energy:[Energy:Arg1]> 点狂气。<ExaltIconKeywords:灵知觉醒>：艾继丝打出卡牌后，对所有敌人施加 [Arg2] 回合<VulnerabilityIconKeywords:易伤>。,アイギスは<Energy:[Energy:Arg1]>狂気を獲得。<ExaltIconKeywords:霊知覚醒>：アイギスの指令カードを使用した後、すべての敵に[Arg2]点の<VulnerabilityIconKeywords:易傷>を付与。,,,,,,,,,,,,,,
Skill_4339_Desc_15,bNJI,j技能表_Skill_A.csv,1180,Skill,Desc,艾继丝,艾继丝获得 <Energy:[Energy:Arg1]> 点狂气。<ExaltIconKeywords:灵知觉醒>：艾继丝打出卡牌后，对所有敌人施加 [Arg2] 回合<VulnerabilityIconKeywords:易伤>。艾继丝释放狂气爆发后使自身下一张「防御」生效 3 次。,アイギスは<Energy:[Energy:Arg1]>狂気を獲得。<ExaltIconKeywords:霊知覚醒>：アイギスの指令カードを使用した後、すべての敵に[Arg2]点の<VulnerabilityIconKeywords:易傷>を付与。「永遠の瞳」を発動後、アイギスが次に使用する「防御」は3回発動する。,,,,,,,,,,,,,,
Skill_4789_Desc_0,aOCO,j技能表_Skill_A.csv,1181,Skill,Desc,艾继丝,造成 <Damage:[Damage:Arg1]> 点伤害并施加 [Arg2] 回合的<VulnerabilityIconKeywords:易伤>。<EmbryoFusionIconKeywords:胚胎融合> +[Arg3]%。,<Damage:[Damage:Arg1]>ダメージを与え、[Arg2]点の<VulnerabilityIconKeywords:易傷>を付与する。<EmbryoFusionIconKeywords:胚胎融合>+[Arg3]%。,,,,,,,,,,,,,,
Skill_4789_Desc_3,bqYl,j技能表_Skill_A.csv,1181,Skill,Desc,艾继丝,造成 <Damage:[Damage:Arg1]> 点伤害并施加 [Arg2] 回合的<VulnerabilityIconKeywords:易伤>。<EmbryoFusionIconKeywords:胚胎融合> +[Arg3]%。当触发吞噬后，将「小小愿望」从弃牌堆置入手牌并使其算力消耗变为 0 点。,<Damage:[Damage:Arg1]>ダメージを与え、[Arg2]点の<VulnerabilityIconKeywords:易傷>を付与する。<EmbryoFusionIconKeywords:胚胎融合>+[Arg3]%。「捕食」発動後、「小さな希望」を捨て札から手札に戻し、その行動力消費を0にする。,,,,,,,,,,,,,,
Skill_4760_Desc_0,aOyP,j技能表_Skill_A.csv,1182,Skill,Desc,艾继丝,造成 <Damage:[Damage:Arg1]> 点伤害，享受 2 倍力量加成。若目标处于<VulnerabilityIconKeywords:易伤>，返还该牌消耗的算力并抽 1 张牌。,<Damage:[Damage:Arg1]>ダメージを与え、2倍の力ボーナスを獲得する。対象が<VulnerabilityIconKeywords:易傷>状態の場合、消費した行動力を返還し、カードを1枚引く。,,,,,,,,,,,,,,
Skill_4760_Desc_2,bqYk,j技能表_Skill_A.csv,1182,Skill,Desc,艾继丝,造成 <Damage:[Damage:Arg1]> 点伤害，享受 2 倍力量加成。若目标处于<VulnerabilityIconKeywords:易伤>，返还该牌消耗的算力并抽 1 张牌。目标每拥有 1 层<VulnerabilityIconKeywords:易伤>，额外使「石质分解」最终伤害提高 [Arg2]%，至多提高 500%。,<Damage:[Damage:Arg1]>ダメージを与え、2倍の力ボーナスを獲得する。対象が<VulnerabilityIconKeywords:易傷>状態の場合、消費した行動力を返還し、カードを1枚引く。対象の<VulnerabilityIconKeywords:易傷>1点につき、「石の分解」の最終ダメージが[Arg2]%増加する。最大500％まで。,,,,,,,,,,,,,,
Skill_4778_Desc_1,aOBm,j技能表_Skill_A.csv,1184,Skill,Desc,菲茵特,造成 <Damage:[Damage:Arg1]> 点伤害 [Arg3] 次，获得 50% 伤害的临时<RetaliateIconKeywords:反击>。菲茵特获得 <Energy:[Energy:Arg2]> 点狂气。,<Damage:[Damage:Arg1]>ダメージを[Arg3]回与え、50%の一時的な<RetaliateIconKeywords:反撃>を獲得。ファイントは<Energy:[Energy:Arg2]>狂気を獲得。,,,,,,,,,,,,,,
Skill_4778_BattleDesc_1,aOBk,j技能表_Skill_A.csv,1184,Skill,BattleDesc,菲茵特,造成 <Damage:[Damage:Arg1]> 点伤害 [Arg3] 次，获得 50% 伤害的临时<RetaliateIconKeywords:反击>。获得 <Energy:[Energy:Arg2]> 点狂气。,<Damage:[Damage:Arg1]>ダメージを[Arg3]回与え、50%の一時的な<RetaliateIconKeywords:反撃>を獲得。<Energy:[Energy:Arg2]>狂気を獲得。,,,,,,,,,,,,,,
Skill_4785_Desc_2,aOCm,j技能表_Skill_A.csv,1185,Skill,Desc,菲茵特,获得 <Block:[Block:Arg1]> 点护盾和等量的<RetaliateIconKeywords:反击>。菲茵特获得 <Energy:[Energy:Arg2]> 点狂气。,<Block:[Block:Arg1]>点のシールドと同量の<RetaliateIconKeywords:反撃>を獲得。ファイントは<Energy:[Energy:Arg2]>狂気を獲得。,,,,,,,,,,,,,,
Skill_4785_BattleDesc_2,aOCk,j技能表_Skill_A.csv,1185,Skill,BattleDesc,菲茵特,获得 <Block:[Block:Arg1]> 点护盾和等量的<RetaliateIconKeywords:反击>。获得 <Energy:[Energy:Arg2]> 点狂气。,<Block:[Block:Arg1]>点のシールドと同量の<RetaliateIconKeywords:反撃>を獲得。<Energy:[Energy:Arg2]>狂気を獲得。,,,,,,,,,,,,,,
Skill_4361_Desc_0,aMXe,j技能表_Skill_A.csv,1186,Skill,Desc,菲茵特,【<DevouredIconKeywords:吞噬>：将 1 张算力消耗为 0 的「幼芽萌生」置入手牌并附加<DepleteIconKeywords:消耗>。<WeaknessIconKeywords:虚弱>全体敌方 2 回合。】获得 [Counterattack:Arg1] 层<RetaliateIconKeywords:反击>。若<DeathResistanceIconKeywords:死亡抵抗>不足 [Arg2]%，则 +[Arg3]%。驱散自身<FragileIconKeywords:脆弱>。,【<DevouredIconKeywords:捕食>：<DepleteIconKeywords:除外>が付与された行動力消費0の「幼芽萌生」を1枚を手札に追加する。すべての敵に2点の<WeaknessIconKeywords:虚弱>を付与。】[Counterattack:Arg1]点の<RetaliateIconKeywords:反撃>を獲得。<DeathResistanceIconKeywords:死亡抵抗>が[Arg2]%未満の場合、死亡抵抗+[Arg3]%。自身の<FragileIconKeywords:脆弱>を解除。,,,,,,,,,,,,,,
Skill_4361_Desc_3,aMXf,j技能表_Skill_A.csv,1186,Skill,Desc,菲茵特,【<DevouredIconKeywords:吞噬>：将 1 张算力消耗为 0 的「幼芽萌生」置入手牌并附加<DepleteIconKeywords:消耗>。<WeaknessIconKeywords:虚弱>全体敌方 2 回合。】获得 [Counterattack:Arg1] 层<RetaliateIconKeywords:反击>。若<DeathResistanceIconKeywords:死亡抵抗>不足 [Arg2]%，则 +[Arg3]%。驱散自身<FragileIconKeywords:脆弱>。,【<DevouredIconKeywords:捕食>：<DepleteIconKeywords:除外>が付与された行動力消費0の「幼芽萌生」を1枚手札に追加する。すべての敵に2点の<WeaknessIconKeywords:虚弱>を付与。】[Counterattack:Arg1]点の<RetaliateIconKeywords:反撃>を獲得。<DeathResistanceIconKeywords:死亡抵抗>が[Arg2]%未満の場合、死亡抵抗+[Arg3]%。自身の<FragileIconKeywords:脆弱>を解除。,,,,,,,,,,,,,,
